"Property Identification Number","Address","Zip Code","Managing Organization","Owership Status","Building","Zoning","Ward","Community Area","Date Property Was Added","Deed Status","Date Property Was Purchased","Date Property  Was Sold","Date of  Last Update","Event","AIS Category","EDR Complete"
"25-03-423-032-0000","9341 S EVANS AVE","60619","None","Owned by City","-","-","-","-","05/26/2017","Partially Verified","11/20/2001","-","11/02/2021","-","-","N"
"25-03-432-006-0000","9421 S CHAMPLAIN AVE","60619","-","Sold","-","RS-3","09","ROSELAND","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-03-432-032-0000","658 E 95TH ST","60619","DPD - Open Space","Sold","-","RS-3","09","ROSELAND","05/26/2017","Unverified","-","10/10/2017","11/02/2021","-","-","N"
"25-03-433-007-0000","9418 S BURNSIDE AVE","60619","DPD - Large Lots","Owned by City","-","RS-3","09","ROSELAND","05/26/2017","Verified","01/02/1996","-","11/02/2021","-","-","N"
"25-03-433-008-0000","9424 S BURNSIDE AVE","60619","None","Owned by City","-","RS-3","09","ROSELAND","05/26/2017","Partially Verified","03/28/2011","-","11/02/2021","-","-","N"
"25-22-113-062-0000","11321 S EDBROOKE AVE","60628","None","Owned by City","-","RS-3","09","ROSELAND","05/26/2017","Partially Verified","07/22/2013","-","11/02/2021","-","-","N"
"25-22-116-055-0000","11418 S CALUMET AVE","60628","None","Owned by City","-","RS-3","09","ROSELAND","05/26/2017","Partially Verified","06/10/1997","-","11/02/2021","-","-","N"
"25-22-119-023-0000","134 E 115TH ST","60628","-","Sold","-","RS-3","09","ROSELAND","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-13-309-076-0000","3116 W 111TH ST","60655","AIS","Owned by City","Y","B1-1.5","19","MOUNT GREENWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-13-431-038-0000","2416 W 111TH ST","60655","-","Sold","-","B1-1","19","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-14-423-019-0000","11010 S KEDZIE AVE","60655","AIS","Owned by City","Y","B3-1","19","MOUNT GREENWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-14-423-020-0000","11012 S KEDZIE AVE","60655","AIS","Owned by City","Y","B3-1","19","MOUNT GREENWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-24-206-001-0000","2457 W 111TH ST","0","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-24-207-001-0000","2425 W 111TH ST","60655","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Partially Verified","-","03/28/2001","11/02/2021","-","-","N"
"24-24-207-002-0000","2423 W 111TH ST","60655","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-24-207-003-0000","2421 W 111TH ST","60655","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"24-24-207-004-0000","2417 W 111TH ST","60655","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Partially Verified","-","03/28/2001","11/02/2021","-","-","N"
"24-24-207-005-0000","2415 W 111TH ST","60655","-","Sold","-","PD 741","19","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-11-117-023-0000","9821 S COTTAGE GROVE AVE","60628","-","Owned by City","-","B3-1","08","PULLMAN","05/26/2017","Partially Verified","04/27/2001","-","11/02/2021","-","-","N"
"25-11-300-034-0000","915 E 99TH ST","60628","None","Owned by City","-","C3-1","08","PULLMAN","05/26/2017","Verified","04/27/2001","-","11/02/2021","-","-","N"
"25-12-100-023-0000","9857 S STONY ISLAND AVE","0","-","Sold","-","M3-3","10","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-300-012-0000","10101 S STONY ISLAND AVE","60617","AIS","Owned by City","Y","M3-3","10","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-400-006-0000","10218 S PAXTON AVE","0","-","Sold","-","POS-3","07","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-400-007-0000","10218 S PAXTON AVE","0","-","Sold","-","POS-3","07","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-413-072-0000","2413 E 100TH ST","60617","AIS","Owned by City","Y","B1-1","07","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-419-027-0000","10008 S TORRENCE AVE","60617","-","Sold","-","C1-1","07","SOUTH DEERING","05/26/2017","Partially Verified","10/14/1988","03/06/2003","11/02/2021","-","-","N"
"25-12-423-023-0000","10106 S TORRENCE AVE","60617","-","Sold","-","RS-3","07","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-448-019-0000","2614 E 106TH ST","60617","-","Sold","-","C1-1","10","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-12-448-021-0000","2610 E 106TH ST","60617","-","Sold","-","C1-1","10","SOUTH DEERING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-17-314-015-0000","1219 W 108TH ST","60643","-","Sold","-","RS-3","34","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-17-319-012-0000","1331 W 109TH ST","60643","DPD - Large Lots","Sold","-","RS-3","34","MORGAN PARK","05/26/2017","Unverified","-","02/23/2018","11/02/2021","-","-","N"
"25-17-320-017-0000","1217 W 109TH ST","60643","-","Sold","-","RS-3","34","MORGAN PARK","05/26/2017","Partially Verified","04/05/1994","07/01/2004","11/02/2021","-","-","N"
"25-17-323-011-0000","1409 W 109TH PL","60643","None","Owned by City","-","RS-3","34","MORGAN PARK","05/26/2017","Partially Verified","01/25/1996","-","11/02/2021","-","-","N"
"25-17-324-004-0000","1351 W 109TH PL","60643","-","Sold","-","RS-3","34","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-17-324-010-0000","1335 W 109TH PL","60643","-","Owned by City","-","RS-3","34","MORGAN PARK","05/26/2017","Partially Verified","05/28/2009","-","11/02/2021","-","-","N"
"25-04-100-024-0000","8751 S EMERALD AVE","60620","None","Sold","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Partially Verified","10/30/1984","06/29/2016","11/02/2021","-","-","N"
"25-04-101-009-0000","8725 S EMERALD AVE","60620","-","Sold","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Partially Verified","03/26/1991","10/18/1995","11/02/2021","-","-","N"
"25-04-105-017-0000","8736 S NORMAL AVE","60620","DPD - Large Lots","Sold","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-04-108-025-0000","8838 S EMERALD AVE","60620","None","Owned by City","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Partially Verified","01/12/1995","-","11/02/2021","-","-","N"
"25-04-112-006-0000","8815 S WALLACE ST","60620","-","Sold","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-04-124-052-0000","9010 S UNION AVE","60620","DPD - Large Lots","Owned by City","-","RS-2","21","AUBURN GRESHAM","05/26/2017","Verified","02/02/2008","-","11/02/2021","-","-","N"
"25-04-202-001-0000","8731 S HARVARD AVE","60620","DPD - Large Lots","Owned by City","-","RS-2","21","ROSELAND","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-04-206-035-0000","8826 S YALE AVE","60620","-","Sold","-","RS-2","21","ROSELAND","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-322-010-0000","11037 S MICHIGAN AVE","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","03/09/1999","-","11/02/2021","Study Area","-","N"
"25-15-322-015-0000","123 E 110TH ST","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","04/25/2005","-","11/02/2021","Study Area","-","N"
"25-15-322-016-0000","127 E 110TH ST","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","04/25/2005","-","11/02/2021","Study Area","-","N"
"25-15-322-023-0000","11028 S EDBROOKE AVE","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","04/28/2005","-","11/02/2021","Study Area","-","N"
"25-15-322-026-0000","11036 S EDBROOKE AVE","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","03/19/1991","-","11/02/2021","Study Area","-","N"
"25-15-322-027-0000","11038 S EDBROOKE AVE","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","01/28/2005","-","11/02/2021","Study Area","-","N"
"25-15-322-028-0000","11040 S EDBROOKE AVE","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","01/28/2005","-","11/02/2021","Study Area","-","N"
"25-15-322-031-0000","128 E 111TH ST","60628","-","Sold","-","B3-2","09","ROSELAND","05/26/2017","Partially Verified","10/21/2004","07/11/2014","11/02/2021","-","-","N"
"25-15-323-010-0000","11029 S EDBROOKE AVE","60628","None","Owned by City","-","RT-4","09","ROSELAND","05/26/2017","Partially Verified","07/31/1992","-","11/02/2021","-","-","N"
"25-15-323-030-0000","156 E 111TH ST","60628","None","Owned by City","-","RT-4","9","ROSELAND","05/26/2017","Partially Verified","07/28/2005","-","11/02/2021","Signal","-","N"
"25-15-404-028-0000","10753 S COTTAGE GROVE AVE","60628","-","Sold","-","RS-3","09","PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-404-051-0000","10758 S CHAMPLAIN AVE","60628","-","Sold","-","RS-3","09","PULLMAN","05/26/2017","Partially Verified","03/12/2015","06/29/2016","11/02/2021","-","-","N"
"25-15-404-052-0000","10760 S CHAMPLAIN AVE","60628","-","Sold","-","RS-3","09","PULLMAN","05/26/2017","Partially Verified","08/20/2015","06/29/2016","11/02/2021","-","-","N"
"25-15-404-056-0000","10770 S CHAMPLAIN AVE","60628","None","Owned by City","-","RS-3","09","PULLMAN","05/26/2017","Partially Verified","12/12/1994","-","11/02/2021","-","-","N"
"25-15-405-041-0000","10724 S LANGLEY AVE","60628","AIS","Owned by City","Y","RS-3","09","PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-405-043-0000","10728 S LANGLEY AVE","60628","AIS","Owned by City","Y","RS-3","09","PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-405-046-0000","10734 S LANGLEY AVE","60628","AIS","Owned by City","Y","RS-3","09","PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-15-405-061-0000","10766 S LANGLEY AVE","60628","-","Sold","-","RS-3","09","PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-20-215-012-0000","11257 S ABERDEEN ST","60643","-","Sold","-","RT-3.5","34","MORGAN PARK","05/26/2017","Partially Verified","03/25/2002","06/30/2005","11/02/2021","-","-","N"
"25-20-215-013-0000","11261 S ABERDEEN ST","60643","-","Sold","-","RT-3.5","34","MORGAN PARK","05/26/2017","Partially Verified","03/25/2002","06/30/2005","11/02/2021","-","-","N"
"25-20-215-043-0000","11322 S CARPENTER ST","60643","-","Sold","-","RS-2","34","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-20-218-028-0000","11354 S MAY ST","60643","-","Sold","-","RS-2","34","MORGAN PARK","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-20-325-041-0000","1336 W 119TH ST","0","-","Sold","-","PD 1168","34","WEST PULLMAN","05/26/2017","Partially Verified","11/16/1998","09/10/2010","11/02/2021","-","-","N"
"25-20-328-035-0000","1220 W 119TH ST","60643","-","Sold","-","PD 1168","34","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-24-207-008-0000","11619 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/13/2001","-","11/29/2021","-","-","N"
"25-24-207-009-0000","11621 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-24-207-018-0000","11643 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/06/2001","-","11/29/2021","-","-","N"
"25-24-207-020-0000","11649 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-24-207-021-0000","11651 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-22-217-022-0000","11320 S FRONT AVE","60628","None","Owned by City","-","C1-1","09","ROSELAND","05/26/2017","Verified","03/10/1997","-","11/02/2021","-","-","N"
"25-22-217-023-0000","11326 S FRONT AVE","60628","None","Owned by City","-","M1-2","09","ROSELAND","05/26/2017","Verified","03/10/1997","-","11/02/2021","-","-","N"
"25-22-223-031-0000","400 E 115TH ST","0","-","Sold","-","B3-1","09","ROSELAND","05/26/2017","Partially Verified","11/08/1997","10/28/1999","11/02/2021","-","-","N"
"25-22-228-014-0000","11457 S CHAMPLAIN AVE","60628","-","Sold","-","M1-1","09","PULLMAN","05/26/2017","Partially Verified","07/10/2007","06/27/2013","11/02/2021","-","-","N"
"25-22-300-005-0000","11517 S STATE ST","60628","-","Sold","-","B3-1","09","WEST PULLMAN","05/26/2017","Partially Verified","-","12/28/2010","11/02/2021","-","-","N"
"25-22-300-006-0000","11525 S STATE ST","60628","None","Sold","-","PD 1185","9","WEST PULLMAN","05/26/2017","Partially Verified","-","12/28/2010","11/02/2021","Signal","-","N"
"25-22-300-007-0000","11527 S STATE ST","60628","None","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Partially Verified","-","12/28/2010","11/02/2021","Signal","-","N"
"25-22-300-038-0000","11516 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-22-300-039-0000","11516 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Partially Verified","-","12/28/2010","11/02/2021","-","-","N"
"25-22-300-040-0000","11528 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-22-300-041-0000","11526 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Partially Verified","-","12/28/2010","11/02/2021","-","-","N"
"25-22-300-042-0000","11530 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-22-300-043-0000","11534 S MICHIGAN AVE","60628","-","Sold","-","PD 1185","09","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-01-215-023-0000","8801 S OGLESBY AVE","60617","-","Owned by City","-","RS-2","08","CALUMET HEIGHTS","05/26/2017","Partially Verified","01/08/1996","-","11/02/2021","-","-","N"
"25-01-215-024-0000","8803 S OGLESBY AVE","60617","-","Owned by City","-","RS-2","08","CALUMET HEIGHTS","05/26/2017","Partially Verified","01/08/1996","-","11/02/2021","-","-","N"
"25-01-215-025-0000","8807 S OGLESBY AVE","60617","None","Owned by City","-","RS-2","08","CALUMET HEIGHTS","05/26/2017","Partially Verified","01/08/1996","-","11/02/2021","-","-","N"
"25-01-409-028-0000","9230 S CLYDE AVE","60617","None","Owned by City","-","RS-2","07","CALUMET HEIGHTS","05/26/2017","Partially Verified","03/19/1991","-","11/02/2021","Signal","-","N"
"25-12-448-039-0000","2612 E 106TH ST","60617","-","Sold","-","C1-1","10","SOUTH DEERING","05/26/2017","Unverified","-","09/24/2007","11/02/2021","-","-","N"
"25-13-206-005-0000","10711 S HOXIE AVE","60617","None","Owned by City","-","RS-3","10","SOUTH DEERING","05/26/2017","Partially Verified","10/16/2007","-","11/02/2021","-","-","N"
"25-13-206-006-0000","10713 S HOXIE AVE","60617","None","Owned by City","-","RS-3","10","SOUTH DEERING","05/26/2017","Partially Verified","03/24/1982","-","11/02/2021","-","-","N"
"25-13-206-036-0000","10730 S TORRENCE AVE","60617","-","Owned by City","-","C1-1","10","SOUTH DEERING","05/26/2017","Partially Verified","05/13/2002","-","11/02/2021","-","-","N"
"25-13-302-001-0000","11001 S CHAPPEL AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-302-002-0000","11003 S CHAPPEL AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-302-003-0000","11005 S CHAPPEL AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-302-004-0000","11007 S CHAPPEL AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-305-011-0000","11125 S JEFFERY AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-305-012-0000","11127 S JEFFERY AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-13-305-035-0000","11126 S CHAPPEL AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","05/29/2008","-","11/02/2021","-","-","N"
"25-24-207-022-0000","11653 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","05/17/2001","-","11/29/2021","-","-","N"
"25-24-207-023-0000","11655 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/27/2005","-","11/29/2021","-","-","N"
"25-24-207-024-0000","11657 S BENSLEY AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/31/2007","-","11/29/2021","-","-","N"
"25-24-207-025-0000","11600 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","05/17/2001","-","11/29/2021","-","-","N"
"25-24-207-026-0000","11602 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","05/01/2001","-","11/29/2021","-","-","N"
"25-24-207-032-0000","11618 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-24-207-033-0000","11620 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","05/17/2001","-","11/29/2021","-","-","N"
"25-24-207-044-0000","11648 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-24-207-047-0000","11654 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
"25-24-207-048-0000","11656 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","07/18/2001","-","11/29/2021","-","-","N"
